CUSTOMER.cid  CUSTOMER.sex  CUSTOMER.firstname  CUSTOMER.lastname  CUSTOMER.Address  CART.cartid  CART.cid  CART.status  CART.remarks  CARTDETAILS.iid  CARTDETAILS.cartid  CARTDETAILS.qty  CARTDETAILS.remarks  BILL.billid  BILL.iid  BILL.amount  BILL.remarks  
62	0	ewisbqtvhk	ppedlttdhr	ykpbzoynhpmoiqfvwlolmllzzs	162	62	blcojgdu	wsppbplvmjkkpuijnsmmqsykclggdjkcuribnw	16	162	43	ijdfjfngljxaebhzxhvlqbfbsnncjxutebwbljofqtno	104	16	2087	zsobaqveqbubuphbgdfjzvsxhotnaewqecjgmhksegot	
188	1	viozyfskye	thtlugyzes	ythemfbpakdiskvaxtahgfstnx	95	188	urkxjcof	dvjsyvefmjbirnjqdcpzkeznngmlcuxnvubvus	3	95	46	gruqjjujgrmxbwkifxxxndxzlifumzjfkdrxacomqudq	174	3	1129	bnoliknkqbijahzdvjvoqimcbkgzlzylwmcjftuanyvf	
40	1	mwbfmszzmg	iolyzbyypg	rxdvqkvdweirwlhbcpplxacrnk	92	40	yqidusrb	nzitypcfmxeyswsmiqnahuxwxlnwdqvcrphrpa	169	92	28	dyeachxlpjtdtesnzhgtwjxkqyqqhclmascawuqzcxaa	103	169	844	tvhnhvobxraozmklufkgzqnmodtvudykrhnwvowmpviq	
14	1	iuxxidqylj	nmfabzwddp	tilszzkjhzdqqgcfhummdoocnt	113	14	twqknzmj	iyoyypmwajzgdccmwbtwsymkzqmvhavnunvfdu	137	113	37	xtcaydtnlrnrziaartwkshyitosinhykaselffffsdwb	129	137	560	iumdgifzpkriyjuziurowfykmwkfdoadniwccrqtimrr	
96	1	afbsbadqhc	notfvjusqp	heaiuobgeytpsazltptmopzqii	48	96	ofmbdlov	zmhxlaqmgvblahnglhfiaaanctfhqlostwkxpy	133	48	35	mszrvjoqncotixbzwgqvkxawtgxynzbzigzaqmqhqajh	1	133	300	iuizehsuoebhxnsfucqcssvjtahzgsmarvgiacgjqmow	
65	1	poltwweqfu	mubaixediu	tevhpgoaigmbfrxxllzjvewnno	80	65	uyevwtpf	omfglyaalgfwlamucgepfhismdirxeulnedmwx	18	80	30	qnsrwaswlinjklyymydukavmtisbbsaudxbedjxxfzga	50	18	1217	orqpaknorunitlcqbikpqxhozdxvikjgfcwcmikyhfxl	
24	1	dpcuequmdz	oowlldfyvq	khaafqpdzizywwxmydamrwmbss	96	24	xyuypold	npormdzplhsdkfarjsutdscozunfwtxuccckem	160	96	31	ghqiwwceozggbxxpehcxcpmdkdycvxrgqvtkwnvuuoad	63	160	691	rbiiknquzrmyhomxeoppwgflubrkcxgndmmaestvcmvc	
156	1	jszyixkiiz	bwlxdfixes	fputcuhlrqulntjvhnmmhkqlyd	107	156	tlvjolil	djviskpzhzlmoaxuffwhmxvlzyqejjussnfqes	96	107	32	iadxsthbowjdmwimejkajbeijrsesfbmshfaogtrbcqc	139	96	1059	ewmbvdubqzkcqjfsvhxuawyeafkjxpfuyjjohochgxyj	
91	1	ryceplisyk	mwilylqavx	mjhtwymqsozbziygvcmtogkuif	31	91	rvkashta	xwbmdcallliueilgsnkbamfgzwzjydolrqizpr	9	31	37	wfefhnyemdslbsabrlstobwfkrhuccgxhsrfzvwerfks	20	9	1013	qflznpgtizxixkqyzhblvyusbsarlioptgnbjeahcazc	
13	1	puexhkdgxa	oxpuzvmgar	yvjgvgazftbcevmzvmwyctpxbb	156	13	vefzoskw	xpnvipegijjwvbnzlrytfnjyjjufpwuklhoztl	121	156	2	hhqeetojkthtrutnvmxvkqxjgqefgqlwseteikmmyced	152	121	2011	znrwkfobesgfopgebdovxtrikxugueazbjsjdfqegeng	
14	1	iuxxidqylj	nmfabzwddp	tilszzkjhzdqqgcfhummdoocnt	113	14	twqknzmj	iyoyypmwajzgdccmwbtwsymkzqmvhavnunvfdu	137	113	37	xtcaydtnlrnrziaartwkshyitosinhykaselffffsdwb	160	137	333	syalblsxghfgeaulzktfxbyzfbdrbojfmghflqftfuja	
